================================================================================
RELATÓRIO DE SEPARAÇÃO DE DATASET
================================================================================
Data/Hora: 2026-02-13 16:38:13

RESUMO GERAL
  ✓ 20260109_064712_baia16_IPC1.jpg
  ✓ 20260109_064812_baia24_VIPWX.jpg
  ✓ 20260109_064816_baia16_IPC1.jpg
  ✓ 20260109_064904_baia23_VIPWX.jpg
  ✓ 20260109_064911_baia20_IPC2.jpg
  ✓ 20260109_064914_baia14_IPC3.jpg
  ✓ 20260109_070108_baia16_IPC1.jpg
  ✓ 20260109_070407_baia16_IPC1.jpg
  ✓ 20260109_071518_baia18_IPC2.jpg
  ✓ 20260109_071614_baia14_IPC3.jpg
  ✓ 20260109_071711_baia19_IPC2.jpg
  ✓ 20260109_141510_baia20_IPC2.jpg
  ✓ 20260109_141712_baia20_IPC2.jpg
  ✓ 20260109_141813_baia20_IPC2.jpg
  ✓ 20260109_141912_baia20_IPC2.jpg
  ✓ 20260109_142110_baia20_IPC2.jpg
  ✓ 20260109_142211_baia20_IPC2.jpg
  ✓ 20260109_143304_baia22_VIPWX.jpg
  ✓ 20260109_144611_baia24_IPC2.jpg
  ✓ 20260109_145710_baia19_IPC2.jpg
  ✓ 20260109_150416_baia15_IPC3.jpg
  ✓ 20260109_150517_baia13_IPC3.jpg
  ✓ 20260109_150708_baia16_IPC1.jpg
  ✓ 20260109_150811_baia19_IPC2.jpg
  ✓ 20260109_212611_baia21_IPC2.jpg
  ✓ 20260109_212714_baia21_IPC2.jpg
  ✓ 20260109_212825_baia21_IPC2.jpg
  ✓ 20260109_212911_baia21_IPC2.jpg
  ✓ 20260109_213111_baia21_IPC2.jpg
  ✓ 20260109_214115_baia14_IPC3.jpg
  ✓ 20260109_214318_baia14_IPC3.jpg
  ✓ 20260109_214409_baia18_IPC1.jpg
  ✓ 20260109_214723_baia14_IPC3.jpg
  ✓ 20260109_215820_baia19_IPC2.jpg
  ✓ 20260109_220016_baia16_IPC1.jpg
  ✓ 20260109_220020_baia20_IPC2.jpg
  ✓ 20260109_220023_baia13_IPC3.jpg
  ✓ 20260109_220110_baia20_IPC2.jpg
  ✓ 20260109_220410_baia20_IPC2.jpg
  ✓ 20260109_220611_baia16_IPC1.jpg
  ✓ 20260109_220615_baia20_IPC2.jpg
  ✓ 20260109_221309_baia16_IPC1.jpg
  ✓ 20260109_221606_baia16_IPC1.jpg
  ✓ 20260109_221816_baia20_IPC2.jpg
  ✓ 20260109_222214_baia15_IPC3.jpg
  ✓ 20260109_222317_baia13_IPC3.jpg
  ✓ 20260109_222509_baia17_IPC1.jpg
  ✓ 20260109_222604_baia21_VIPWX.jpg
  ✓ 20260109_222814_baia15_IPC3.jpg
  ✓ 20260109_222908_baia17_IPC1.jpg
  ✓ 20260109_222915_baia15_IPC3.jpg
  ✓ 20260109_223117_baia15_IPC3.jpg
  ✓ 20260110_064508_baia17_IPC1.jpg
  ✓ 20260110_064604_baia24_VIPWX.jpg
  ✓ 20260110_065511_baia19_IPC2.jpg
  ✓ 20260110_065511_baia20_IPC2.jpg
  ✓ 20260110_065514_baia15_IPC3.jpg
  ✓ 20260110_065715_baia21_IPC2.jpg
  ✓ 20260110_065803_baia24_VIPWX.jpg
  ✓ 20260110_065810_baia20_IPC2.jpg
  ✓ 20260110_065810_baia21_IPC2.jpg
  ✓ 20260110_065813_baia15_IPC3.jpg
  ✓ 20260110_065910_baia19_IPC2.jpg
  ✓ 20260110_065910_baia20_IPC2.jpg
  ✓ 20260110_065910_baia21_IPC2.jpg
  ✓ 20260110_070008_baia17_IPC1.jpg
  ✓ 20260110_070012_baia20_IPC2.jpg
  ✓ 20260110_070015_baia15_IPC3.jpg
  ✓ 20260110_070116_baia19_IPC2.jpg
  ✓ 20260110_070116_baia21_IPC2.jpg
  ✓ 20260110_070206_baia24_VIPWX.jpg
  ✓ 20260110_070212_baia19_IPC2.jpg
  ✓ 20260110_070212_baia21_IPC2.jpg
  ✓ 20260110_070322_baia20_IPC2.jpg
  ✓ 20260110_070322_baia21_IPC2.jpg
  ✓ 20260110_070325_baia15_IPC3.jpg
  ✓ 20260110_071005_baia23_VIPWX.jpg
  ✓ 20260110_071111_baia19_IPC2.jpg
  ✓ 20260110_071209_baia17_IPC1.jpg
  ✓ 20260110_071215_baia14_IPC3.jpg
  ✓ 20260110_071313_baia19_IPC2.jpg
  ✓ 20260110_071313_baia20_IPC2.jpg
  ✓ 20260110_071507_baia17_IPC1.jpg
  ✓ 20260110_071604_baia23_VIPWX.jpg
  ✓ 20260110_071608_baia17_IPC1.jpg
  ✓ 20260110_071611_baia19_IPC2.jpg
  ✓ 20260110_071707_baia17_IPC1.jpg
  ✓ 20260110_071804_baia23_VIPWX.jpg
  ✓ 20260110_141210_baia18_IPC1.jpg
  ✓ 20260110_141514_baia13_IPC3.jpg
  ✓ 20260110_142511_baia18_IPC1.jpg
  ✓ 20260110_142604_baia23_VIPWX.jpg
  ✓ 20260110_142704_baia23_VIPWX.jpg
  ✓ 20260110_143007_baia18_IPC1.jpg
  ✓ 20260110_143107_baia23_VIPWX.jpg
  ✓ 20260110_143111_baia18_IPC1.jpg
  ✓ 20260110_143208_baia23_VIPWX.jpg
  ✓ 20260110_143211_baia18_IPC1.jpg
  ✓ 20260110_143804_baia24_VIPWX.jpg
  ✓ 20260110_144403_baia24_VIPWX.jpg
  ✓ 20260110_144407_baia17_IPC1.jpg
  ✓ 20260110_144510_baia24_VIPWX.jpg
  ✓ 20260110_144604_baia24_VIPWX.jpg
  ✓ 20260110_145214_baia13_IPC3.jpg
  ✓ 20260110_145311_baia20_IPC2.jpg
  ✓ 20260110_145314_baia14_IPC3.jpg
  ✓ 20260110_145714_baia14_IPC3.jpg
  ✓ 20260110_214815_baia13_IPC3.jpg
  ✓ 20260110_215225_baia13_IPC3.jpg
  ✓ 20260110_215815_baia19_IPC2.jpg
  ✓ 20260110_215815_baia21_IPC2.jpg
  ✓ 20260110_220211_baia21_IPC2.jpg
  ✓ 20260110_220807_baia16_IPC1.jpg
  ✓ 20260110_220810_baia21_IPC2.jpg
  ✓ 20260110_221614_baia13_IPC3.jpg
  ✓ 20260110_221705_baia23_VIPWX.jpg
  ✓ 20260110_221904_baia23_VIPWX.jpg
  ✓ 20260110_222011_baia20_IPC2.jpg
  ✓ 20260110_222014_baia13_IPC3.jpg
  ✓ 20260110_222014_baia14_IPC3.jpg
  ✓ RLC1_00_20260101064550_baia11_RLC1.jpg
  ✓ RLC1_00_20260101071258_baia11_RLC1.jpg
  ✓ RLC1_00_20260101071659_baia11_RLC1.jpg
  ✓ RLC1_00_20260101071900_baia11_RLC1.jpg
  ✓ RLC1_00_20260101150755_baia11_RLC1.jpg
  ✓ RLC1_00_20260101150955_baia11_RLC1.jpg
  ✓ RLC1_00_20260101150955_baia12_RLC1.jpg
  ✓ RLC1_00_20260101151357_baia12_RLC1.jpg
  ✓ RLC1_00_20260101220255_baia10_RLC1.jpg
  ✓ RLC1_00_20260101220355_baia10_RLC1.jpg
  ✓ RLC1_00_20260101220355_baia11_RLC1.jpg
  ✓ RLC1_00_20260101220556_baia11_RLC1.jpg
  ✓ RLC1_00_20260101220857_baia10_RLC1.jpg
  ✓ RLC1_00_20260101220957_baia12_RLC1.jpg
  ✓ RLC1_00_20260102062643_baia4_RLC1.jpg
  ✓ RLC1_00_20260102062743_baia11_RLC1.jpg
  ✓ RLC1_00_20260102064047_baia10_RLC1.jpg
  ✓ RLC1_00_20260102064248_baia10_RLC1.jpg
  ✓ RLC1_00_20260102064649_baia10_RLC1.jpg
  ✓ RLC1_00_20260102065552_baia12_RLC1.jpg
  ✓ RLC1_00_20260102065853_baia10_RLC1.jpg
  ✓ RLC1_00_20260102065954_baia11_RLC1.jpg
  ✓ RLC1_00_20260102070054_baia10_RLC1.jpg
  ✓ RLC1_00_20260102070054_baia11_RLC1.jpg
  ✓ RLC1_00_20260102070355_baia12_RLC1.jpg
  ✓ RLC1_00_20260102070455_baia11_RLC1.jpg
  ✓ RLC1_00_20260102070656_baia10_RLC1.jpg
  ✓ RLC1_00_20260102071358_baia12_RLC1.jpg
  ✓ RLC1_00_20260102071759_baia12_RLC1.jpg
  ✓ RLC1_00_20260102071859_baia12_RLC1.jpg
  ✓ RLC1_00_20260102072000_baia12_RLC1.jpg
  ✓ RLC1_00_20260102072100_baia12_RLC1.jpg
  ✓ RLC1_00_20260102072200_baia12_RLC1.jpg
  ✓ RLC1_00_20260102143045_baia10_RLC1.jpg
  ✓ RLC1_00_20260102143145_baia10_RLC1.jpg
  ✓ RLC1_00_20260102143145_baia12_RLC1.jpg
  ✓ RLC1_00_20260102143245_baia12_RLC1.jpg
  ✓ RLC1_00_20260102143345_baia10_RLC1.jpg
  ✓ RLC1_00_20260102143546_baia10_RLC1.jpg
  ✓ RLC1_00_20260102143646_baia10_RLC1.jpg
  ✓ RLC1_00_20260102145050_baia10_RLC1.jpg
  ✓ RLC1_00_20260102145151_baia10_RLC1.jpg
  ✓ RLC1_00_20260102145351_baia11_RLC1.jpg
  ✓ RLC1_00_20260102213345_baia10_RLC1.jpg
  ✓ RLC1_00_20260102213446_baia10_RLC1.jpg
  ✓ RLC1_00_20260102213546_baia10_RLC1.jpg
  ✓ RLC1_00_20260102213646_baia10_RLC1.jpg
  ✓ RLC1_00_20260102213746_baia10_RLC1.jpg
  ✓ RLC1_00_20260102213847_baia10_RLC1.jpg
  ✓ RLC1_00_20260102213947_baia10_RLC1.jpg
  ✓ RLC1_00_20260102220720_baia10_RLC1.jpg
  ✓ RLC1_00_20260102221422_baia10_RLC1.jpg
  ✓ RLC1_00_20260102221422_baia12_RLC1.jpg
  ✓ RLC1_00_20260102221522_baia10_RLC1.jpg
  ✓ RLC1_00_20260103062643_baia12_RLC1.jpg
  ✓ RLC1_00_20260103062744_baia10_RLC1.jpg
  ✓ RLC1_00_20260103063045_baia11_RLC1.jpg
  ✓ RLC1_00_20260103063145_baia10_RLC1.jpg
  ✓ RLC1_00_20260103063145_baia11_RLC1.jpg
  ✓ RLC1_00_20260103063346_baia10_RLC1.jpg
  ✓ RLC1_00_20260103065953_baia10_RLC1.jpg
  ✓ RLC1_00_20260103065953_baia11_RLC1.jpg
  ✓ RLC1_00_20260103070053_baia10_RLC1.jpg
  ✓ RLC1_00_20260103070254_baia10_RLC1.jpg
  ✓ RLC1_00_20260103070855_baia10_RLC1.jpg
  ✓ RLC1_00_20260103072159_baia11_RLC1.jpg
  ✓ RLC1_00_20260103140738_baia10_RLC1.jpg
  ✓ RLC1_00_20260103141039_baia10_RLC1.jpg
  ✓ RLC1_00_20260103141340_baia10_RLC1.jpg
  ✓ RLC1_00_20260103145449_baia9_RLC1.jpg
  ✓ RLC1_00_20260103145549_baia9_RLC1.jpg
  ✓ RLC1_00_20260103145650_baia9_RLC1.jpg
  ✓ RLC1_00_20260103145750_baia9_RLC1.jpg
  ✓ RLC1_00_20260103145850_baia9_RLC1.jpg
  ✓ RLC1_00_20260103150051_baia9_RLC1.jpg
  ✓ RLC1_00_20260103150151_baia9_RLC1.jpg
  ✓ RLC1_00_20260103212542_baia12_RLC1.jpg
  ✓ RLC1_00_20260103213044_baia12_RLC1.jpg
  ✓ RLC1_00_20260103213847_baia12_RLC1.jpg
  ✓ RLC1_00_20260103214148_baia10_RLC1.jpg
  ✓ RLC1_00_20260103214248_baia10_RLC1.jpg
  ✓ RLC1_00_20260103214549_baia12_RLC1.jpg
  ✓ RLC1_00_20260103214649_baia12_RLC1.jpg
  ✓ RLC1_00_20260103215351_baia10_RLC1.jpg
  ✓ RLC1_00_20260103215753_baia10_RLC1.jpg
  ✓ RLC1_00_20260106062142_baia11_RLC1.jpg
  ✓ RLC1_00_20260106063245_baia11_RLC1.jpg
  ✓ RLC1_00_20260106063245_baia12_RLC1.jpg
  ✓ RLC1_00_20260106063747_baia12_RLC1.jpg
  ✓ RLC1_00_20260106063847_baia11_RLC1.jpg
  ✓ RLC1_00_20260106063948_baia11_RLC1.jpg
  ✓ RLC1_00_20260106064148_baia11_RLC1.jpg
  ✓ RLC1_00_20260106064248_baia11_RLC1.jpg
  ✓ RLC1_00_20260106064248_baia12_RLC1.jpg
  ✓ RLC1_00_20260106065251_baia12_RLC1.jpg
  ✓ RLC1_00_20260106065452_baia12_RLC1.jpg
  ✓ RLC1_00_20260106070656_baia11_RLC1.jpg
  ✓ RLC1_00_20260106071258_baia11_RLC1.jpg
  ✓ RLC1_00_20260106212443_baia12_RLC1.jpg
  ✓ RLC1_00_20260106215954_baia11_RLC1.jpg
  ✓ RLC1_00_20260106221458_baia10_RLC1.jpg
  ✓ RLC1_00_20260106221559_baia10_RLC1.jpg
  ✓ RLC1_00_20260106221759_baia10_RLC1.jpg
  ✓ RLC1_00_20260107061339_baia11_RLC1.jpg
  ✓ RLC1_00_20260107061740_baia11_RLC1.jpg
  ✓ RLC1_00_20260107062944_baia12_RLC1.jpg
  ✓ RLC1_00_20260107063445_baia12_RLC1.jpg
  ✓ RLC1_00_20260107063546_baia12_RLC1.jpg
  ✓ RLC1_00_20260107063746_baia12_RLC1.jpg
  ✓ RLC1_00_20260107064047_baia12_RLC1.jpg
  ✓ RLC1_00_20260107141553_baia10_RLC1.jpg
  ✓ RLC1_00_20260107142757_baia11_RLC1.jpg
  ✓ RLC1_00_20260107143058_baia11_RLC1.jpg
  ✓ RLC1_00_20260107143158_baia11_RLC1.jpg
  ✓ RLC1_00_20260107145304_baia12_RLC1.jpg
  ✓ RLC1_00_20260107150006_baia10_RLC1.jpg
  ✓ RLC1_00_20260107150106_baia10_RLC1.jpg
  ✓ RLC1_00_20260107150307_baia10_RLC1.jpg
  ✓ RLC1_00_20260107150407_baia10_RLC1.jpg
  ✓ RLC1_00_20260107150508_baia10_RLC1.jpg
  ✓ RLC1_00_20260107150809_baia10_RLC1.jpg
  ✓ RLC1_00_20260107215653_baia11_RLC1.jpg
  ✓ RLC1_00_20260108062343_baia9_RLC1.jpg
  ✓ RLC1_00_20260108062443_baia9_RLC1.jpg
  ✓ RLC1_00_20260108145351_baia10_RLC1.jpg
  ✓ RLC1_00_20260108145451_baia10_RLC1.jpg
  ✓ RLC1_00_20260108145551_baia10_RLC1.jpg
  ✓ RLC1_00_20260108145652_baia10_RLC1.jpg
  ✓ RLC1_00_20260108145752_baia10_RLC1.jpg
  ✓ RLC1_00_20260108145852_baia10_RLC1.jpg
  ✓ RLC1_00_20260108145952_baia10_RLC1.jpg
  ✓ RLC1_00_20260108150053_baia10_RLC1.jpg
  ✓ RLC1_00_20260108150153_baia10_RLC1.jpg
  ✓ RLC1_00_20260108150354_baia10_RLC1.jpg
  ✓ RLC1_00_20260108150554_baia10_RLC1.jpg
  ✓ RLC1_00_20260108150654_baia10_RLC1.jpg
  ✓ RLC1_00_20260108212242_baia11_RLC1.jpg
  ✓ RLC1_00_20260108212342_baia11_RLC1.jpg
  ✓ RLC1_00_20260108212442_baia11_RLC1.jpg
  ✓ RLC1_00_20260108213345_baia11_RLC1.jpg
  ✓ RLC1_00_20260108220755_baia12_RLC1.jpg
  ✓ RLC1_00_20260108220956_baia12_RLC1.jpg
  ✓ RLC1_00_20260108220956_baia5_RLC1.jpg
  ✓ RLC1_00_20260108221257_baia5_RLC1.jpg
  ✓ RLC1_00_20260109221600_baia12_RLC1.jpg
  ✓ RLC1_00_20260109222201_baia12_RLC1.jpg
  ✓ RLC1_00_20260109222502_baia12_RLC1.jpg
  ✓ RLC1_00_20260110064749_baia10_RLC1.jpg
  ✓ RLC1_00_20260110064950_baia10_RLC1.jpg
  ✓ RLC1_00_20260110065050_baia10_RLC1.jpg
  ✓ RLC1_00_20260110065251_baia10_RLC1.jpg
  ✓ RLC1_00_20260110065652_baia10_RLC1.jpg
  ✓ RLC1_00_20260110065752_baia10_RLC1.jpg
  ✓ RLC1_00_20260110070755_baia11_RLC1.jpg
  ✓ RLC1_00_20260110141641_baia11_RLC1.jpg
  ✓ RLC1_00_20260110143646_baia10_RLC1.jpg
  ✓ RLC1_00_20260110214048_baia10_RLC1.jpg
  ✓ RLC1_00_20260110214148_baia12_RLC1.jpg
  ✓ RLC1_00_20260110214549_baia10_RLC1.jpg
  ✓ RLC1_00_20260110214549_baia12_RLC1.jpg
  ✓ RLC1_00_20260110214650_baia12_RLC1.jpg
  ✓ RLC1_00_20260110215753_baia10_RLC1.jpg
  ✓ RLC1_00_20260110220254_baia10_RLC1.jpg
  ✓ RLC1_00_20260111064149_baia10_RLC1.jpg
  ✓ RLC1_00_20260111064250_baia10_RLC1.jpg
  ✓ RLC1_00_20260111064551_baia10_RLC1.jpg
  ✓ RLC1_00_20260111071258_baia12_RLC1.jpg
  ✓ RLC1_00_20260111071359_baia12_RLC1.jpg
  ✓ RLC1_00_20260111141140_baia12_RLC1.jpg
  ✓ RLC1_00_20260111141842_baia12_RLC1.jpg
  ✓ RLC1_00_20260111142243_baia11_RLC1.jpg
  ✓ RLC1_00_20260111143046_baia12_RLC1.jpg
  ✓ RLC1_00_20260111143547_baia10_RLC1.jpg
  ✓ RLC1_00_20260111144048_baia10_RLC1.jpg
  ✓ RLC1_00_20260111144349_baia10_RLC1.jpg
  ✓ RLC1_00_20260111144550_baia10_RLC1.jpg
  ✓ RLC1_00_20260111221558_baia12_RLC1.jpg
  ✓ RLC1_00_20260111222059_baia12_RLC1.jpg
  ✓ RLC1_00_20260111222300_baia12_RLC1.jpg
  ✓ RLC1_00_20260111223303_baia10_RLC1.jpg
  ✓ RLC1_00_20260111223403_baia10_RLC1.jpg
  ✓ RLC1_00_20260111223704_baia10_RLC1.jpg
  ✓ RLC1_00_20260112060438_baia11_RLC1.jpg
  ✓ RLC1_00_20260112060839_baia10_RLC1.jpg
  ✓ RLC1_00_20260112060839_baia11_RLC1.jpg
  ✓ RLC1_00_20260112060939_baia10_RLC1.jpg
  ✓ RLC1_00_20260112061240_baia10_RLC1.jpg
  ✓ RLC1_00_20260112061341_baia10_RLC1.jpg
  ✓ RLC1_00_20260112061641_baia12_RLC1.jpg
  ✓ RLC1_00_20260112061742_baia10_RLC1.jpg
  ✓ RLC1_00_20260112064149_baia12_RLC1.jpg
  ✓ RLC1_00_20260112064650_baia12_RLC1.jpg
  ✓ RLC1_00_20260112064751_baia12_RLC1.jpg
  ✓ RLC1_00_20260112141942_baia12_RLC1.jpg
  ✓ RLC1_00_20260112145352_baia12_RLC1.jpg
  ✓ RLC1_00_20260112145452_baia12_RLC1.jpg
  ✓ RLC1_00_20260112145552_baia12_RLC1.jpg
  ✓ RLC1_00_20260112145853_baia12_RLC1.jpg
  ✓ RLC1_00_20260112220957_baia11_RLC1.jpg
  ✓ RLC1_00_20260112223504_baia10_RLC1.jpg
  ✓ RLC1_00_20260113144458_baia12_RLC1.jpg
  ✓ RLC1_00_20260113144558_baia12_RLC1.jpg
  ✓ RLC1_00_20260113144658_baia12_RLC1.jpg
  ✓ RLC1_00_20260113214550_baia10_RLC1.jpg
  ✓ RLC1_00_20260113214651_baia10_RLC1.jpg
  ✓ RLC1_00_20260113214651_baia12_RLC1.jpg
  ✓ RLC1_00_20260113214952_baia10_RLC1.jpg
  ✓ RLC1_00_20260113214952_baia12_RLC1.jpg
  ✓ RLC1_00_20260113215353_baia10_RLC1.jpg
  ✓ RLC1_00_20260113220858_baia12_RLC1.jpg
  ✓ RLC1_00_20260114062242_baia12_RLC1.jpg
  ✓ RLC1_00_20260114062343_baia12_RLC1.jpg
  ✓ RLC1_00_20260114062443_baia12_RLC1.jpg
  ✓ RLC1_00_20260114063045_baia11_RLC1.jpg
  ✓ RLC1_00_20260114064349_baia10_RLC1.jpg
  ✓ RLC1_00_20260114065251_baia10_RLC1.jpg
  ✓ RLC1_00_20260114141039_baia12_RLC1.jpg
  ✓ RLC1_00_20260114141540_baia10_RLC1.jpg
  ✓ RLC1_00_20260114141741_baia10_RLC1.jpg
  ✓ RLC1_00_20260114141841_baia10_RLC1.jpg
  ✓ RLC1_00_20260114141942_baia12_RLC1.jpg
  ✓ RLC1_00_20260114142845_baia12_RLC1.jpg
  ✓ RLC1_00_20260114142945_baia12_RLC1.jpg
  ✓ RLC1_00_20260114143246_baia12_RLC1.jpg
  ✓ RLC1_00_20260114144951_baia11_RLC1.jpg
  ✓ RLC1_00_20260114215751_baia10_RLC1.jpg
  ✓ RLC1_00_20260114215852_baia12_RLC1.jpg
  ✓ RLC1_00_20260114220052_baia12_RLC1.jpg
  ✓ RLC1_00_20260114220152_baia12_RLC1.jpg
  ✓ RLC1_00_20260114220253_baia12_RLC1.jpg
  ✓ RLC1_00_20260114220553_baia10_RLC1.jpg
  ✓ RLC1_00_20260114220553_baia12_RLC1.jpg
  ✓ RLC1_00_20260115062841_baia12_RLC1.jpg
  ✓ RLC1_00_20260115062941_baia10_RLC1.jpg
  ✓ RLC1_00_20260115062941_baia12_RLC1.jpg
  ✓ RLC1_00_20260115063343_baia12_RLC1.jpg
  ✓ RLC1_00_20260115063443_baia12_RLC1.jpg
  ✓ RLC1_00_20260115063543_baia10_RLC1.jpg
  ✓ RLC1_00_20260115142418_baia12_RLC1.jpg
  ✓ RLC1_00_20260115142618_baia12_RLC1.jpg
  ✓ RLC1_00_20260115142819_baia11_RLC1.jpg
  ✓ RLC1_00_20260115143521_baia11_RLC1.jpg
  ✓ RLC1_00_20260115221359_baia10_RLC1.jpg
  ✓ RLC1_00_20260115221800_baia10_RLC1.jpg
  ✓ RLC1_00_20260115222001_baia10_RLC1.jpg
  ✓ RLC1_00_20260115222101_baia10_RLC1.jpg
  ✓ RLC1_00_20260115224709_baia10_RLC1.jpg
  ✓ RLC2_00_20260101061957_baia9_RLC2.jpg
  ✓ RLC2_00_20260101062057_baia9_RLC2.jpg
  ✓ RLC2_00_20260101062158_baia9_RLC2.jpg
  ✓ RLC2_00_20260101062559_baia9_RLC2.jpg
  ✓ RLC2_00_20260101065507_baia7_RLC2.jpg
  ✓ RLC2_00_20260101065608_baia7_RLC2.jpg
  ✓ RLC2_00_20260101151404_baia11_RLC2.jpg
  ✓ RLC2_00_20260101214715_baia7_RLC2.jpg
  ✓ RLC2_00_20260101215317_baia7_RLC2.jpg
  ✓ RLC2_00_20260101220922_baia9_RLC2.jpg
  ✓ RLC2_00_20260102062219_baia9_RLC2.jpg
  ✓ RLC2_00_20260102063924_baia9_RLC2.jpg
  ✓ RLC2_00_20260102064225_baia9_RLC2.jpg
  ✓ RLC2_00_20260102064426_baia7_RLC2.jpg
  ✓ RLC2_00_20260102064626_baia7_RLC2.jpg
  ✓ RLC2_00_20260102064726_baia7_RLC2.jpg
  ✓ RLC2_00_20260102064726_baia9_RLC2.jpg
  ✓ RLC2_00_20260102213411_baia8_RLC2.jpg
  ✓ RLC2_00_20260102213712_baia8_RLC2.jpg
  ✓ RLC2_00_20260102213812_baia8_RLC2.jpg
  ✓ RLC2_00_20260102221425_baia8_RLC2.jpg
  ✓ RLC2_00_20260102221725_baia8_RLC2.jpg
  ✓ RLC2_00_20260102222829_baia8_RLC2.jpg
  ✓ RLC2_00_20260102222929_baia8_RLC2.jpg
  ✓ RLC2_00_20260103062719_baia8_RLC2.jpg
  ✓ RLC2_00_20260103062820_baia8_RLC2.jpg
  ✓ RLC2_00_20260103063121_baia8_RLC2.jpg
  ✓ RLC2_00_20260103063321_baia8_RLC2.jpg
  ✓ RLC2_00_20260103212754_baia8_RLC2.jpg
  ✓ RLC2_00_20260103213055_baia8_RLC2.jpg
  ✓ RLC2_00_20260103220405_baia7_RLC2.jpg
  ✓ RLC2_00_20260103220705_baia9_RLC2.jpg
  ✓ RLC2_00_20260103221107_baia9_RLC2.jpg
  ✓ RLC2_00_20260106061715_baia8_RLC2.jpg
  ✓ RLC2_00_20260106061915_baia8_RLC2.jpg
  ✓ RLC2_00_20260106062216_baia8_RLC2.jpg
  ✓ RLC2_00_20260106063219_baia7_RLC2.jpg
  ✓ RLC2_00_20260106063320_baia7_RLC2.jpg
  ✓ RLC2_00_20260106063320_baia8_RLC2.jpg
  ✓ RLC2_00_20260106063420_baia7_RLC2.jpg
  ✓ RLC2_00_20260106063520_baia8_RLC2.jpg
  ✓ RLC2_00_20260106063620_baia7_RLC2.jpg
  ✓ RLC2_00_20260106063721_baia8_RLC2.jpg
  ✓ RLC2_00_20260106063821_baia7_RLC2.jpg
  ✓ RLC2_00_20260106064122_baia7_RLC2.jpg
  ✓ RLC2_00_20260106064222_baia7_RLC2.jpg
  ✓ RLC2_00_20260106221827_baia10_RLC2.jpg
  ✓ RLC2_00_20260107063322_baia8_RLC2.jpg
  ✓ RLC2_00_20260107063723_baia8_RLC2.jpg
  ✓ RLC2_00_20260107064727_baia8_RLC2.jpg
  ✓ RLC2_00_20260107145526_baia6_RLC2.jpg
  ✓ RLC2_00_20260107150100_baia9_RLC2.jpg
  ✓ RLC2_00_20260107150301_baia9_RLC2.jpg
  ✓ RLC2_00_20260107213948_baia9_RLC2.jpg
  ✓ RLC2_00_20260107214148_baia9_RLC2.jpg
  ✓ RLC2_00_20260107214248_baia8_RLC2.jpg
  ✓ RLC2_00_20260107214449_baia7_RLC2.jpg
  ✓ RLC2_00_20260107214449_baia8_RLC2.jpg
  ✓ RLC2_00_20260107214449_baia9_RLC2.jpg
  ✓ RLC2_00_20260107214549_baia8_RLC2.jpg
  ✓ RLC2_00_20260107214549_baia9_RLC2.jpg
  ✓ RLC2_00_20260107215518_baia8_RLC2.jpg
  ✓ RLC2_00_20260107215618_baia8_RLC2.jpg
  ✓ RLC2_00_20260107215818_baia8_RLC2.jpg
  ✓ RLC2_00_20260107215919_baia9_RLC2.jpg
  ✓ RLC2_00_20260107220220_baia8_RLC2.jpg
  ✓ RLC2_00_20260107220922_baia2_RLC2.jpg
  ✓ RLC2_00_20260107221122_baia2_RLC2.jpg
  ✓ RLC2_00_20260108064827_baia7_RLC2.jpg
  ✓ RLC2_00_20260108065529_baia7_RLC2.jpg
  ✓ RLC2_00_20260108213916_baia9_RLC2.jpg
  ✓ RLC2_00_20260108215520_baia8_RLC2.jpg
  ✓ RLC2_00_20260108215621_baia8_RLC2.jpg
  ✓ RLC2_00_20260109061518_baia9_RLC2.jpg
  ✓ RLC2_00_20260109061618_baia9_RLC2.jpg
  ✓ RLC2_00_20260109061718_baia9_RLC2.jpg
  ✓ RLC2_00_20260109061819_baia9_RLC2.jpg
  ✓ RLC2_00_20260109062019_baia9_RLC2.jpg
  ✓ RLC2_00_20260109062220_baia9_RLC2.jpg
  ✓ RLC2_00_20260109063022_baia8_RLC2.jpg
  ✓ RLC2_00_20260109063223_baia9_RLC2.jpg
  ✓ RLC2_00_20260109063524_baia9_RLC2.jpg
  ✓ RLC2_00_20260109063725_baia9_RLC2.jpg
  ✓ RLC2_00_20260109064928_baia8_RLC2.jpg
  ✓ RLC2_00_20260109065129_baia8_RLC2.jpg
  ✓ RLC2_00_20260109065229_baia9_RLC2.jpg
  ✓ RLC2_00_20260109065730_baia8_RLC2.jpg
  ✓ RLC2_00_20260109071736_baia8_RLC2.jpg
  ✓ RLC2_00_20260109150000_baia9_RLC2.jpg
  ✓ RLC2_00_20260109150501_baia9_RLC2.jpg
  ✓ RLC2_00_20260109220040_baia9_RLC2.jpg
  ✓ RLC2_00_20260109220340_baia9_RLC2.jpg
  ✓ RLC2_00_20260110061115_baia7_RLC2.jpg
  ✓ RLC2_00_20260110061516_baia7_RLC2.jpg
  ✓ RLC2_00_20260110061817_baia7_RLC2.jpg
  ✓ RLC2_00_20260110215605_baia9_RLC2.jpg
  ✓ RLC2_00_20260110220106_baia9_RLC2.jpg
  ✓ RLC2_00_20260111063958_baia7_RLC2.jpg
  ✓ RLC2_00_20260111064559_baia7_RLC2.jpg
  ✓ RLC2_00_20260111065602_baia7_RLC2.jpg
  ✓ RLC2_00_20260111141832_baia9_RLC2.jpg
